'Abdulrahman Dambazau','Abiye Membere'
,0
'Abdulrahman Dambazau','Abubakar Bwari'
,0
'Abdulrahman Dambazau','Abubakar Malami'
,0
'Abdulrahman Dambazau','Adamu Adamu'
,1
'Abdulrahman Dambazau','Aisha Abubakar'
,0
'Abdulrahman Dambazau','Aisha Alhassan'
,0
'Abdulrahman Dambazau','Amina Mohammed'
,0
'Abdulrahman Dambazau','Aminu Baba-Kusa'
,0
'Abdulrahman Dambazau','Anthony Madichie'
,0
'Abdulrahman Dambazau','Anthony Ogbuigwe'
,0
'Abdulrahman Dambazau','Anthony Onwuka'
,0
'Abdulrahman Dambazau','Attahir B. Yusuf'
,0
'Abdulrahman Dambazau','Audu Ogbeh'
,0
'Abdulrahman Dambazau','Awwalu Abubakar'
,0
'Abdulrahman Dambazau','Ayodele Balogun'
,0
'Abdulrahman Dambazau','Babatunde Fashola'
,0
'Abdulrahman Dambazau','Babatunde Victor Adeniran'
,0
'Abdulrahman Dambazau','Chibuike Amaechi'
,0
'Abdulrahman Dambazau','Chidi Momah'
,0
'Abdulrahman Dambazau','Chris Ngige'
,1
'Abdulrahman Dambazau','Claudius Daramola'
,0
'Abdulrahman Dambazau','David Ige'
,0
'Abdulrahman Dambazau','Dennis Nnamdi Ajulu'
,0
'Abdulrahman Dambazau','Eddy Ejikam'
,0
'Abdulrahman Dambazau','Emmanuel Ibe Kachikwu'
,0
'Abdulrahman Dambazau','Geoffrey Onyeama'
,0
'Abdulrahman Dambazau','Hadi Serika'
,0
'Abdulrahman Dambazau','Heineken Lokpobiri'
,0
'Abdulrahman Dambazau','Ibrahim Jubril'
,0
'Abdulrahman Dambazau','Isaac Adewole'
,0
'Abdulrahman Dambazau','Isiaka Abdulrazaq'
,0
'Abdulrahman Dambazau','James Ocholi'
,0
'Abdulrahman Dambazau','Kayode Fayemi'
,0
'Abdulrahman Dambazau','Kemi Adeosun'
,0
'Abdulrahman Dambazau','Khadija Ibrahim'
,0
'Abdulrahman Dambazau','Lai Mohammed'
,1
'Abdulrahman Dambazau','Levi Ajuonuma'
,0
'Abdulrahman Dambazau','M.O Bajomo'
,0
'Abdulrahman Dambazau','Maikanti Baru'
,0
'Abdulrahman Dambazau','Mamman Ali'
,0
'Abdulrahman Dambazau','Mohammed Bello'
,1
'Abdulrahman Dambazau','Muhammadu Buhari'
,1
'Abdulrahman Dambazau','Mustapha Baba Shehuri'
,0
'Abdulrahman Dambazau','Ogbonnaya Onu'
,0
'Abdulrahman Dambazau','Okechukwu Enelamah'
,0
'Abdulrahman Dambazau','Osagie Ehanire'
,0
'Abdulrahman Dambazau','Solomon Dalong'
,0
'Abdulrahman Dambazau','Suleiman Adamu'
,0
'Abdulrahman Dambazau','Udoma Udoma'
,0
'Abdulrahman Dambazau','Usani Uguru Usani'
,0
'Abdulrahman Dambazau','Zainab Ahmad'
,0
'Abiye Membere','Abubakar Bwari'
,0
'Abiye Membere','Abubakar Malami'
,0
'Abiye Membere','Adamu Adamu'
,0
'Abiye Membere','Aisha Abubakar'
,0
'Abiye Membere','Aisha Alhassan'
,0
'Abiye Membere','Amina Mohammed'
,0
'Abiye Membere','Aminu Baba-Kusa'
,0
'Abiye Membere','Anthony Madichie'
,0
'Abiye Membere','Anthony Ogbuigwe'
,0
'Abiye Membere','Anthony Onwuka'
,0
'Abiye Membere','Attahir B. Yusuf'
,0
'Abiye Membere','Audu Ogbeh'
,0
'Abiye Membere','Awwalu Abubakar'
,0
'Abiye Membere','Ayodele Balogun'
,0
'Abiye Membere','Babatunde Fashola'
,0
'Abiye Membere','Babatunde Victor Adeniran'
,0
'Abiye Membere','Chibuike Amaechi'
,1
'Abiye Membere','Chidi Momah'
,0
'Abiye Membere','Chris Ngige'
,0
'Abiye Membere','Claudius Daramola'
,0
'Abiye Membere','David Ige'
,0
'Abiye Membere','Dennis Nnamdi Ajulu'
,0
'Abiye Membere','Eddy Ejikam'
,0
'Abiye Membere','Emmanuel Ibe Kachikwu'
,0
'Abiye Membere','Geoffrey Onyeama'
,0
'Abiye Membere','Hadi Serika'
,0
'Abiye Membere','Heineken Lokpobiri'
,0
'Abiye Membere','Ibrahim Jubril'
,0
'Abiye Membere','Isaac Adewole'
,0
'Abiye Membere','Isiaka Abdulrazaq'
,0
'Abiye Membere','James Ocholi'
,0
'Abiye Membere','Kayode Fayemi'
,0
'Abiye Membere','Kemi Adeosun'
,0
'Abiye Membere','Khadija Ibrahim'
,0
'Abiye Membere','Lai Mohammed'
,0
'Abiye Membere','Levi Ajuonuma'
,0
'Abiye Membere','M.O Bajomo'
,0
'Abiye Membere','Maikanti Baru'
,0
'Abiye Membere','Mamman Ali'
,0
'Abiye Membere','Mohammed Bello'
,1
'Abiye Membere','Muhammadu Buhari'
,0
'Abiye Membere','Mustapha Baba Shehuri'
,0
'Abiye Membere','Ogbonnaya Onu'
,0
'Abiye Membere','Okechukwu Enelamah'
,0
'Abiye Membere','Osagie Ehanire'
,0
'Abiye Membere','Solomon Dalong'
,0
